CIP1,CIP2,CIP3,LIBELLE,TVCODE,CESSION,PUBLIC
3400933528928,3352892,,ABUFENE 400MG CPR BTE 30,0,9257,12385
8017371,4003018,2262974,ACARILBIAL SOL EXT F/200ML,0,2044,2735
7706039,8551260,,ACCU CHEK ACTIVE LECT GLYC MG/DL KIT,0,13682,0
8234683,0,,ACCU CHEK GO BDLETTE B/25,0,8400,0
3000000689400,8028340,,ACCUZON 250MG SOL INJ B/1,0,1545,2090
8236363,8540167,8189936,ACCU CHEK ACTIVE BDLETTE B/25,0,5692,0
8236400,8540196,8189942,ACCU CHEK ACTIVE BDLETTE B/50,0,9539,0
8236452,8540173,8189965,ACCU CHEK SOFTCLIX LANCETTE B/25,0,1440,0
8098872,8028179,,ACCUZON 1G SOL INJ B/1,0,2566,3430
4015630058693,8253249,,ACCU CHEK SAFE T PRO UNO LANCETTE B/200,0,10459,0
3532281684404,8676636,,PRESERV MANIX CONTACT PLUS B/6,0,2209,0
4015630018239,8540150,,ACCU CHEK AUTOPIQUEUR SOFTCLIX KIT,0,6688,0
3000000137123,8004606,,ACEFLAMEX 100MG CPR B/20,0,1732,2315
3000000639160,8456478,,ACELODON-P 100MG/500MG CPR PELL SEC B/10,0,1388,2075
3000000639177,8456484,1451171,ACELODON 100MG CPR PELL B/10,0,1175,1755
3000000258446,8050434,,ACE MISO 200MCG CPR B/40,0,5709,7655
7112216,0,,A CERUMEN 2ML DOSE B/10,2,1797,0
8059091,0,,ACETYLSALICYLATE LYSINE 1800MG INJ B/50,0,0,0
3990000001923,8417610,8177525,ACEWEL 100MG CPR PELL B/10,0,1385,1850
2031795,0,2031795,ACFOL 5MG CPR B/25,0,1285,1715
3000000145029,8005480,8117606,ACFRAN SP F/200ML,0,2128,2845
3000000262979,8053214,8152330,ACFRAN CPR B/30,0,1821,2435
190517,8014183,2293176,ACIDE FOLIQUE TM 5MG CPR B/40,0,545,728
3000000021309,8086975,8103679,ACIDE FOLIQUE CREAT 5MG CPR B/30,0,1010,1350
3000000460771,8429151,1482101,ACIDE FUSIDIQUE UBI 2% CR T/15G B/12,0,11515,15405
3990000007611,8451771,1341171,ACIDAXIL SUSP BUV F/200ML,0,1920,2565
3000000461648,8429381,1207581,ACILOC 25MG/ML IM/IV SOL INJ AMP/2ML B/5,0,3203,4285
8016644,0,,ACINET 1G CPR B/10,0,3460,4630
8016673,0,,"ACINET 1,2G SOL INJ F/5ML",0,1458,1950
8066547,0,2278047,"ACLAV 500MG/62,5MG SACH B/12",0,3279,4385
8066553,0,2277993,ACLAV 1G/125MG SACH B/12,0,3314,4430
8066582,0,,"ACLAV 100MG/12,5ML SUSP BUV F/60ML",0,3062,4095
3000000411650,8422798,8179576,"ACLAV 500MG/62,5MG SACH B/16",0,4745,6345
3000000047293,8091769,8112891,ACLIN GEL T/15G,0,2506,3350
3000000426456,8425147,,ACLOCEN 100MG CPR B/20,0,0,0
3000000080351,8097654,8111532,ACOFAN 100MG CPR B/30,0,2081,2780
3000549,0,,ACTAPULGITE 3G PDRE SUSP BUV SACH B/30,0,2726,3645
3282499,0,,ACTAPULGITE PED 1G PDRE SACH B/20,0,1237,1655
3532281684602,8676346,,PRESERV MANIX CONTACT PLUS B/12,0,4074,0
3381669,7080315,,ACTIVOX MENTHE/EUCALY.PAST/24,2,5105,0
3381675,7040416,,ACTIVOX MIEL CITRON PAST SS B/24,2,5115,0
3399416,0,,ACTIVAROL BUV AMP 10 ML BT 14,0,3274,4380
2265197,8036196,,ACTIFED CPR B/18,0,925,1235
2031482,0,,ACTIMAG SP F/100ML,0,3044,4070
3400935167156,3516715,,ACTISOUFRE SPR F/100ML,0,3547,4745
3431278,0,3431278,ACTICARBINE CPR ENR B/42,0,1335,1785
4287352,0,,ACTIMOVE CERVICAL CONFORT COLLIER L/1,2,5167,0
4287369,0,,ACTIMOVE CERVICAL CONFORT COLLIER XL/1,2,4998,0
4284572,0,,ACTIMOVE GENU ECO CLIPS ATT 50CM M/L/1,0,15972,0
4284595,8765788,,ACTIMOVE GENU ECO CLIPS ATT 60CM M/L/1,0,17334,0
4284626,0,,ACTIMOVE GENU ECO CLIPS ATT 70CM M/L/1,0,20534,0
3532281678700,8629855,,PRESERV MANIX KING SIZE MAX B/14,0,4500,0
4210201850588,8765794,,ACTIFED ALLERGIE CETIRIZINE 10MG CPR B/7,0,4598,6150
3401545582599,4558259,,ACTIPOCHE COUSS THERM DOULEUR 20X30CM /1,2,6618,0
3401545582421,4558242,,ACTIPOCHE COUSS THERM DOULEUR 11X27CM /1,0,2778,0
4708428,0,,ACTIMOVE LOMBACARE MOTION CEINT NOIR TXS,2,31879,0
4708440,0,,ACTIMOVE LOMBACARE MOTION CEINT NOIR M,2,43599,0
4708457,0,,ACTIMOVE LOMBACARE MOTION CEINT NOIR L,2,43650,0
4708463,0,,ACTIMOVE LOMBACARE MOTION CEINT NOIR XL,2,44586,0
4708486,0,,ACTIMOVE LOMBACARE MOTION CEINT NOIR XXL,2,43651,0
3401545582360,4558236,,ACTIPOCHE COUSS THERM DOULEUR 10X15CM /1,2,2150,0
8018092,0,8018092,ACTINAC 100MG CPR B/30,0,4165,5570
8018382,0,8018382,ACTINAC PLUS 100MG/500MG CPR B/20,0,3460,4625
3400937610537,3761053,,ACTIFEDSIGN GEL B/20,0,0,0
9950051,0,,ACTIMOVE VERTEBRACE S MINERVE COURT /1,0,9198,0
9950039,0,,ACTIMOVE VERTEBRACE PS MINERV ENF COUR/1,2,0,0
9950074,0,,ACTIMOVE VERTEBRACE T MINERVE HAUT /1,0,9296,0
9950068,0,,ACTIMOVE VERTEBRACE R MINERVE MOYEN/1,0,8556,0
9950080,0,,ACTIMOVE VERTEBRACE PS MINERVE ENF /1,0,9198,0
4042809395013,8312897,,ACTIMOVE TALOVITAL ORTH CHEVIL TS,2,12464,0
4042809395020,8312905,,ACTIMOVE TALOVITAL ORTH CHEVIL TM,2,12464,0
4042809395037,8312911,,ACTIMOVE TALOVITAL ORTH CHEVIL TL,2,5300,0
4042809395044,8312928,,ACTIMOVE TALOVITAL ORTH CHEVIL TXL,0,5276,0
4042809011593,8312934,,ACTIMOVE GENUVITAL ORTH GENOU OUVERT TS,0,21144,0
4042809120004,8312940,,ACTIMOVE GENUVITAL ORTH GENOU OUVERT TM,0,12892,0
4042809120035,8312957,,ACTIMOVE GENUVITAL ORTH GENOU OUVERT TL,2,27088,0
4042809120066,8312963,,ACTIMOVE GENUVITAL ORTH GENOU OUVERT TXL,0,12836,0
3000000069127,8094880,8109825,ACTINAC 100MG CPR B/10,0,1467,1960
4042809395051,8321689,,ACTIMOVE TALOVITAL ORTH CHEVIL TXXL,0,0,0
4042809394986,8321732,,ACTIMOVE GENUVITAL ORTH GENOU FERME TS,0,0,0
4042809394979,8321749,,ACTIMOVE GENUVITAL ORTH GENOU FERME TM,0,0,0
4042809394962,8321755,,ACTIMOVE GENUVITAL ORTH GENOU FERME TL,0,0,0
4042809394955,8321761,,ACTIMOVE GENUVITAL ORTH GENOU FERME TXL,0,0,0
4042809394948,8321778,,ACTIMOVE GENUVITAL ORTH GENOU FERME TXXL,0,0,0
3000000136317,8004368,8129302,ACTINAC PLUS 100MG/500MG CPR 1BL10,0,1698,2270
3401051092629,8352951,,ACTIPOCHE THERM DOULEUR CERVICAL POCH/1,0,5682,0
3401020525219,8352974,,ACTIPOCHE THERM DOULEUR GENOU POCH/1,0,4091,0
4042809490480,8354105,,ACTIMOVE LOMBACARE ACTIV CEINT 26CM TM,0,0,0
4042809490473,8354111,,ACTIMOVE LOMBACARE ACTIV CEINT 26CM TL,0,0,0
4042809490497,8362547,,ACTIMOVE LOMBACARE ACTIV CEINT 26CM TS,2,0,0
4042809377873,8362665,,ACTIMOVE GENUSTEP ORTH GEN ARTICULE TS,0,25921,0
3000000057643,8093231,,ENCIFER 100MG/5ML SOL INJ AMP/5ML B/5,0,9325,12475
3599397,0,,SEROPLEX 15MG CPR PELL SEC B/28,0,6566,8800
4042809377910,8501003,,ACTIMOVE GENUSTEP ORTH GEN ARTICULE TL,0,24494,0
3990000008939,8618923,,ACTIV O2 PAIN PURIFIANT A L OZONE/125G,2,5191,0
3990000008946,8618946,,ACTIV O2 CR GENERATRICE A L OZONE T/50ML,2,11648,0
3990000008953,8618952,,ACTIV O2 BAUME REPARATEUR OZONE T/25ML,2,12875,0
3400932213801,3221380,,ACTRON CPR EFFV B/30,0,7250,9700
3000000399156,8418124,,ACUDROX 250MG SUSP BUV F/60ML,0,2194,2945
3364079,0,,"ACUILIX 20MG/12,5MG CPR SEC B/28",0,5145,6885
3000000080399,8097660,8111549,ACUMOL 100MG/500MG CPR B/20,0,2340,3130
3583313242178,8076215,2290143,ACUPAN 20MG SOL INJ AMP/2ML B/5 AFR,0,2430,3250
2270005,8037190,8170368,ACYCLOVIR DENK 5% CR T/5G,0,3343,4470
8040714,0,,ACYCLOVIR DENK 200MG CPR B/25,0,5627,7525
3000000351574,8075701,8170368,ACYCLOVIR DENK 5% CR T/7G,0,3350,4480
3223479,0,,ADALATE 10MG CAPSULE BT 30,0,2617,3500
3274011,0,,ADALATE LP 20MG CPR BT 30,0,5060,6770
2038886,0,,ADALATE 10MG CAPS ANF B/30,0,2620,3505
2038923,0,,ADALATE LP 20MG CPR ANF B/30,0,5061,6770
4008500130452,8079679,,ADALAT LA 30MG CPR B/30,0,7714,10320
3000000048689,8311171,,ADDITIVA UROCRAN STICK B/20,0,3197,4285
3857244,0,3857244,ADENURIC 80MG CPR PELL B/28,0,12490,16710
3184064,0,,ADEPAL CPR DRG PLQ 1X21,0,725,970
3184087,0,,ADEPAL CPR DRG PLQ 3X21,0,2029,2715
3599351,0,,SEROPLEX 5MG CPR PELL B/28,0,4420,5925
3041091296221,8564222,,PHOSPHATINE LACTEE BLE PDRE B/200G,0,1152,0
6049237,0,,ADERMA EXOMEGA CR EMOL VIS CORPS T/200ML,2,8431,0
3041091296214,8564245,,PHOSPHATINE MIEL PDRE B/200G,0,1152,0
3282779323260,8332701,,ADERMA EXOMEGA BME EMOLL VIS+CORPS/400ML,2,11233,0
3700281705096,8741061,,TOPICREM ULTRA HYDR HUILE DOUCHE F/500ML,2,4640,0
750536946722,8742132,,VELOUT PREM LOT POIL INC UNIF F/125ML,2,0,0
3282779260190,8380120,,ADERMA EXOMEGA CR EMOLL VIS/CORPS F400ML,2,11271,0
788934494330,8742072,,VELOUT PREM GEL DCH POIL INC T/150ML,2,0,0
3401561758060,6175806,,ADERMA PHYS-AC EAU MICELL PURIF F/200ML,2,7783,0
3401561807300,6180730,,ADERMA PHYS-AC GEL MOUSS PURIF F/200ML,2,3587,0
3401551234406,5123440,,ADERMA PHYS-AC GLOBAL SOIN IMPERF CR40ML,2,6510,0
3401396935070,8500541,,ADERMA LAIT AVOINE GEL MOUSS APAIS/500ML,2,6866,0
3400930012307,3001230,,ADIAZINE CPR BT 20,0,2469,3309
3000000627204,8451216,8451216,ADIONE LP 10MG/10MG CPR B/10,0,1632,2180
3000000627259,8451222,8451222,ADIONE LP 10MG/10MG CPR B/30,0,3907,5225
3400931953173,3195317,,ADRENALINE AGUET 1MG SOL INJ AMP/1ML/10,0,7229,9670
3000000381014,8084338,,ADRENALINE 1MG SOL INJ AMP/1ML B/100,0,0,0
3345260,0,,ADRIBLASTINE 50MG FL IV+SOLV/1,0,0,0
3340825,0,,ADRIBLASTINE 50MG LYO INJ F/1,0,24922,33345
3461227,0,,ADRIBLASTINE 10MG INJ F/5ML,0,5330,7130
3000000317723,8066783,8493462,ADRIDE 2MG CPR SEC B/30,0,1569,2095
3000000317761,8066814,8493427,ADRIDE 4MG CPR SEC B/30,0,2593,3470
3000000317808,8066820,,ADRIDE M 2MG/500MG CPR B/30,0,3489,4665
3364062,0,,ADVILMED 20MG/ML SUSP PEDIA F/200ML,0,2343,3135
3400932959419,3295941,,ADVILMED 400MG CPR B/20,0,1594,2130
3400935845917,3584591,,ADVILMED 100MG CPR B/30,0,1161,1550
9000444,0,,ADVIL 20MG/ML SUSP PEDIA F/200ML,0,2338,3125
3565576,0,,AERIUS 5MG CPR PELL B/15,0,3834,5130
3565530,0,,AERIUS 5MG CPR PELL B/7,0,1940,2595
8038048,0,,AERIUS SP F/60ML + CUIL/1,0,2756,3685
3000000080436,8097683,,AFSC 1G/1G/150MG KIT CPR B/4,0,2665,3565
3400936377554,3637755,,AFTAGEL GEL BUCCAL T/15ML,0,2422,3240
631978862255,8742126,,VELOUT PREM LAIT CORP UNIF POT/200G,2,0,0
631978862262,8742089,,VELOUT PREM GEL NETT TACHE VIS F/125ML,2,0,0
3000000188248,8340221,,AFTER PICK KIDS PIQ INSECT/MEDUS GEL20ML,2,2047,0
3000000188286,8340238,,AFTER PICK XTRA PIQ INSECT/MEDUS GEL20ML,2,2047,0
795847843698,8742095,,VELOUT PREM FASCINATION EDT F/50ML,2,0,0
795847843735,8742103,,VELOUT PREM FAUVE EDT F/50ML,2,0,0
795847843711,8742149,,VELOUT PREM SAV PEAU SPLEND PAIN/200G,2,0,0
3000000416013,8423355,,COMBIART 80MG/480MG GR EFFV SACH B/6,0,2606,3485
3348838,0,3348838,AGYRAX 25MG CPR B/15,0,1502,2010
6384958,8765854,,AIDA CR REGUL ANTI-TACHES BRUNES T/40ML,2,4153,0
3000001173557,8744243,,BERTOCIL COLLYRE SOL F/5ML,0,2644,3535
8200299,0,,AIDE MARCHE FS913L,0,41478,0
8200454,0,,AIG PL UU 22G 90MM NOIRE BT 1,0,1080,0
3990000002586,8422189,1168491,AIRLIX 1MG/ML SOL BUV F/60ML,0,1167,1560
3990000002593,8422195,1168481,AIRLIX 10MG CPR B/15,0,1386,1855
2023867,0,,AIRTAL 100MG CPR BT 10,0,2250,3010
2023873,0,,AIRTAL 100MG CPR BT 40,0,7882,10545
3990000003064,8424001,8182147,AKEROL 5MG CPR B/20,0,2796,3740
3990000003071,8424018,,"AKEROL 2,5MG/5ML SP F/60ML",0,2254,3015
3149889,0,,AKINETON RETARD 4MG CPR BT 30,0,2848,3820
3990000002746,8423556,,AKUROSE 20MG SOL INJ AMP/5ML B/5,0,7758,10380
2024418,0,2024418,ALBEN 400MG COMP BTE 1,0,909,1215
2024424,8765877,,ALBEN 4% SUSP.10ML FL 1,0,1015,1355
2294342,8034903,,ALBENDAZOLE TM 400MG CPR B/1,0,210,380
8038841,0,,ALBENDAZOLE 400MG CPR PELL B/20,0,4200,6300
8048265,0,,ALBENDAZOLE ISDA 400MG SUSP BUV F/10ML,0,390,705
8099481,0,8099481,ALBENDAZOLE UBI 400MG CPR 50BL1,0,3367,4505
8015099,0,2024418,ALBEN 400MG CPR B/1 SD,0,912,1220
3990000000940,8060579,,ALBENDAZOLE SP 400MG CPR B/1,0,783,1045
3000000570036,8441034,,ALBENDAZOLE AFRICURE 400MG CPR B/20,0,4200,6300
3160929900984,8611683,,ALCASTERIL GEL INTIME ANTISEPT F/125ML,2,0,0
3160929900991,8611708,,ALCASTERIL ANTISEPT CR LAV INTIM F/250ML,2,3129,0
8083787,0,2268675,ALCER 40MG CPR B/30,0,3437,4595
3000000280430,8059174,,ALCER 40MG PDRE INJ B/1 + SOLV F/1,0,2623,3505
3000000518021,8434488,,ALCER GEL 225/200/50MG/5ML SUSP BUV200ML,0,1606,2145
8098205,0,,ALCIPRO 500MG CPR PELL B/10,0,1925,2575
3401573656446,7365644,,ALCOOL ETHYLIQUE 90% VOL 125ML,2,755,0
8029322,4000072,,ALCOOL MEDICAL 95? /25L,2,34800,0
8264997,0,,ALCOOL IODE % F/60ML,2,1830,0
8276078,0,,ALCOOL ETHYLIQUE 90% RAINBO SOL F/1L,2,3120,0
8276977,0,,ALCOOL 90? BIDON 20L,2,19135,0
3401573656675,7365667,,ALCOOL ETHYLIQUE 60% BLEU SOL F/125ML,2,934,0
3000001173656,8744266,,CICLOPLEGICEDOL 10MG COLLYRE SOL F/5ML,0,3207,4290
8246516,0,,ALCOOL ETHYLIQUE 70? CODEX SOL F/125ML,2,786,0
3401546373783,4637378,,ALCOOL ETHYLIQUE 70% BLEU F/125ML,2,934,0
8294857,0,,ALCOOL ETHYLIQUE 95% BIDON 23L,2,21954,0
3000000033975,8307904,,ALCOOL ETHYLIQUE 95% BIDON 30L,2,28702,0
3400933158910,3315891,,ALCOOL MODIFIE 70% GILB F/250ML,2,1564,0
3000000210314,8018324,8168006,ALCOF-C SP F/100ML,0,2836,3790
3000000525845,8543496,,ALCOOL ETHYLIQUE 90? CODEX SOL F/125ML,2,840,0
3000000525883,8543504,,ALCOOL ETHYLIQUE 70? RAINBO SOL F/250ML,2,1320,0
3000000525920,8543510,,ALCOOL ETHYLIQUE 70? RAINBO SOL F/1L,2,2760,0
3000000526125,8543579,,ALCOOL ETHYLIQUE 90? CODEX SOL F/250ML,0,1500,0
3400941845116,4184511,,ALCOOL MODIFIE GILB 70% F/125ML,2,1431,0
3000000684498,8628554,,ALCOOL ETHYLIQUE 70? POLYPH SOL F/1L,2,1386,0
3000000684542,8628560,,ALCOOL ETHYLIQUE 95% F/1L,2,1980,0
3002152,0,3002152,ALDACTAZINE CPR B/20,0,2852,3815
3272503,0,3272503,ALDACTONE 50MG CPR B/20,0,3296,4410
3260799,0,,ALDACTONE 75MG CPR B/20,0,4943,6610
3400934466304,3446630,,ALDACTONE 25MG CPR B/30,0,3480,4675
3400935125514,3512551,,ALDACTAZINE CPR B/30,0,2783,3730
3512539,0,,ALDACTONE 50MG CPR B/30,0,6048,8090
3512545,0,,ALDACTONE 75MG CPR B/30,0,8890,11895
3400937295987,3729598,,ALDACTONE 25MG CPR B/90,0,9753,13080
3173801,0,3173801,ALDOMET 500MG CPR B/30,0,2875,3845
3002198,0,3002198,ALDOMET 250MG CPR B/30,0,1616,2160
3000000549445,8553626,,ALEOZEN GEL B/30,2,0,0
3000000549728,8553690,,ALEOGINE GEL B/30,2,0,0
3000000549766,8553709,,ALEOGINE GEL T/50ML,2,0,0
3000000549803,8553715,,ALEOMIG GEL B/15,2,0,0
6192453700232,8570659,,ALEOFER 60MG GEL B/30,2,0,0
6192453700188,8646078,,ALEOPHAN GEL B/30,2,0,0
6192453700249,8646084,,ALEOFER 120MG GEL B/30,2,0,0
3289610,0,,ALEPSAL 100MG CPR B/30,0,1747,2335
3002229,0,,ALEPSAL 50MG CPR B/30,0,1053,1410
3000000258460,8050486,8152293,"ALERCHEK 0,1% COLL F/5ML",0,2669,3570
3000000212325,8018904,8150816,ALEVO 500MG CPR B/5,0,2247,3005
3000000234419,8025471,,ALFAMOX 1G PDRE SUSP BUV SACH B/14,0,2962,3960
3000000234426,8025488,,ALFAMOX 500MG PDRE SUSP BUV SACH B/14,0,2108,2820
3000000234433,8025494,8155446,ALFAMOX 250MG/5ML PDRE SUSP F/100ML,0,1881,2515
8093030,0,,ALFER 100MG CPR B/30,0,1962,2930
8097677,8419098,,ALFER SP F/200ML,0,2172,2905
3990000018112,8754951,,CETZIN L 5MG CPR B/10,0,0,0
3415931,2034687,3415931,ALGESAL BME T/40G,0,1891,2530
3415977,2034693,3415977,ALGESAL SURACTIVE CREME TB 40G,0,1890,2525
3331909,0,,ALGISEDAL CPR 500MG BT 16,0,1177,1575
3000000616529,8445718,1334791,ALGOFENE 20MG/ML SP F/150ML,0,1665,2225
3000000140796,8332380,,ALIDENT ANTI PLAQ+BACT BAIN BCHE F/250ML,0,3228,0
3000000140833,8332397,,ALIDENT HALITOSE+GENCIV BAIN BCHE/250ML,0,3870,0
3000000140871,8332405,,ALIDENT HALITOSE+TABAC BAIN BCHE/250ML,0,3870,0
3000000140918,8332411,,ALIDENT PROTHESE DENT BAIN BCHE F/250ML,0,3228,0
3000000557532,8438888,,ALLCOLD 500MG/5MG/2MG/16MG CPR B/20,0,1069,1430
3000000470831,8526747,,PRESERV MASCULAN DOUBLE PROTECT B/10,0,2305,0
3400934767203,3383059,,"ALLERGODIL 0,127MG SOL PULV NAS F/17ML",0,2544,3400
2265292,2032085,,ALLERGOSONE SOL BUV FL/30ML,0,2473,3305
3990000018129,8754968,,"CETZIN L 2,5MG/5ML SUSP F/60ML",0,0,0
2264080,8029291,2264080,ALLERCET 10MG CPR B/10,0,1465,1960
2265300,8029931,2265300,ALLERGINE 10MG CPR B/15,0,2690,3600
2291042,8051758,,ALLERCET 5MG/5ML SP F/100ML,0,979,1310
3400934691638,3469163,,"ALLERGIFLASH 0,05% COLL UNID/0,3ML B/10",0,3598,4815
3400935746412,3574641,,ALLOPURINOL ARROW 300MG CPR/28,0,1574,2105
3659716,3400936597167,,ALLOPURINOL SDZ 300MG CPR B/28,0,0,0
3400935745989,3574598,,ALLOPURINOL ARROW 100MG CPR B/28,0,790,1055
3400935746641,3574664,,ALLOPURINOL ARROW 200MG CPR B/28,0,1233,1650
3041090001468,8505047,,ALMA 1ER AGE BT 400G,0,2043,0
3041090001482,8505053,,ALMA 2EME AGE BT 400G,0,2043,0
3000000155707,8007680,,"ALMAX FORTE 1,5G SUSP BUV SACH B/30",0,3431,4590
3000000155745,8007697,,"ALMAX 1G/7,5ML SUSP BUV F/225ML",0,3051,4080
3990000018556,8775195,,AMIKA 500MG PDRE SOL INJ AMP/2ML B/1,0,0,0
3990000018549,8775203,,AMIKA 100MG PDRE SOL INJ AMP/2ML B/1,0,0,0
3000000849453,8676180,,PRESERV MASCULAN XXL B/10,0,2305,0
3163903,0,,ALODONT BAIN BCHE F/200ML,0,1512,2020
3000000184233,8339436,,PRESERV MASCULAN SENSITIVE TYPE 1 B/3,0,772,0
3000000145067,8005592,8117629,ALOFACT 100/500MG CPR B/20,0,2591,3465
3000000184271,8339442,,PRESERV MASCULAN SENSITIVE TYPE 1 B/10,0,2196,0
3000000316962,8084143,,ALOX CPR B/40,0,1537,2055
3000000055571,8405268,8405268,ALOX SUSP BUV F/200ML,0,1631,2180
3000000849507,8676197,,PRESERV MASCULAN PERLE TYPE2 B/3,0,772,0
2274747,8030348,,ALPHAVIT SP F/120ML,2,2179,0
8027234,0,,"ALPRAZ 0,5MG CPR B/28",0,0,0
8027240,0,,ALPRAZ 1MG CPR B/14,0,0,0
3000000552988,8437937,,"ALRAT 0,5MG/ML SP F/60ML",0,1568,2095
3000000553022,1251041,,ALRAT 5MG CPR PELL B/15,0,1727,2310
3000000019375,8086449,8103521,ALTRAFLAM 100MG CPR B/10,0,2156,2880
3000000566466,8440431,1332261,ALUCONE SUSP BUV F/200ML,0,1764,2360
8038858,0,,ALUMINIUM HYDROX 500MG CPR B20,0,300,540
3003312,2034747,,ALVITYL CPR DRG BT 50,2,2485,0
3000000849552,8676205,,PRESERV MASCULAN PERLE TYPE2 B/10,0,2196,0
2278403,8036233,2278403,ALVIR 5% CR T/5G,0,2153,2880
2278426,8036256,2278426,ALVIR 200MG CPR DISP B/30,0,5149,6890
3401545553445,4555344,,ALVITYL VITALITE CPR B/40,2,3251,0
4493471,0,,ALVITYL SP F/150ML,2,3440,0
3401598515445,8309553,,ALVITYL VITALITE TONUS ORANG CPR EFFV/20,2,3043,0
3000000357842,8391477,,ALVITYL APPETIT SOL BUV F/100ML,2,3355,0
2291071,8044729,,ALZOL 400MG SUSP BUV F/10ML,0,1082,1445
2291065,8044735,2291065,ALZOL 400MG CPR B/1,0,700,935
3990000002685,8424751,1179981,ALZOLE 20MG GEL B/14,0,1867,2495
6000751,0,,AL 110 LAIT POUDRE BT 400G,0,3517,0
2291088,8019281,2291088,AMADAY 10MG B/30,0,4721,6315
2291094,8031537,2291094,AMADAY 5MG CPR B/30,0,2926,3915
3000000849606,8676211,,PRESERV MASCULAN PERLE NERV B/3,0,772,0
8054656,0,,AMALAR SUSP F/10ML,0,1344,1795
8279912,0,2286897,E-FLAVYL 200MG GEL B/50,0,2676,3580
3400934453984,3445398,,"ZOMIG 2,5MG COMP B/6",0,0,0
8084640,0,2274500,AMAPINE 5MG CPR B/30,0,2180,2915
8084858,0,2266297,AMAPINE 10MG CPR B/30,0,2585,3455
3000000082775,8097973,,"AMAPINE-H 5MG/12,5MG CPR B/30",0,4378,5855
3421021,0,3421021,AMAREL 1MG CPR BTE 30,0,2631,3520
3421038,0,3421038,AMAREL 2MG CPR BTE 30,0,3938,5270
3421044,0,3421044,AMAREL 3MG CPR BTE 30,0,5141,6875
3421050,0,3421050,AMAREL 4MG CPR BTE 30,0,8295,11095
8097482,8446327,,AMARYL M 2MG/500MG CPR B/30,0,5082,6800
3582910067931,8011724,,AMARYL M  SR 2MG/500MG CPR B/30,0,4280,5725
3525722017831,8775545,,MYO CRAMP CPR F/30,2,0,0
3000001096740,8720314,1804011,LV FERSANG GEL B/60,2,5083,0
8050084,0,,AMCARD 5MG CPR B/28,0,2428,3245
2291119,8050090,,AMCARD 10MG CPR B/28,0,4846,6485
3000000849651,8676228,,PRESERV MASCULAN PERLE NERV B/10,0,2196,0
3000000184516,8339502,,PRESERV MASCULAN ANATOMIC TYPE 4 B/10,0,2196,0
8081587,0,8081587,AMEP 10MG CPR B/14,0,2641,3530
8081593,0,8081593,AMEP 5MG CPR B/14,0,1687,2255
3000000074411,8096809,8113927,AMEP 5MG CPR B/28,0,2881,3855
3000000074428,8096815,,AMEP 5MG CPR B/56,0,4740,6340
3000000074435,8096838,8113910,AMEP 10MG CPR B/28,0,4737,6335
8295911,0,8107447,AMIDERM CR T/30G,0,1385,1855
8089519,0,2261064,AMIFER SP F/200ML,0,2837,3795
3000000184554,8339519,,PRESERV MASCULAN XXL TYPE 5 B/3,0,838,0
3400956654192,5665419,,"POTASS CHL AGUET 0,1G/ML SOL PERF/10ML50",0,19033,25465
3400936695191,3669519,,"SODIUM CHL AGUET 0,1G/ML SOL PERF/10ML50",0,20407,27305
3400958435072,5843507,,EPHEDRINE AGT 30MG/10ML INJ AMP10ML B/10,0,0,0
3400927723049,2772304,,LIDOC AGT 20MG/ML INJ AMP10ML SS CONS/10,0,4553,6090
3000000184639,8339531,,PRESERV MASCULAN GOLD B/10,0,2907,0
3000000184592,8339525,,PRESERV MASCULAN GOLD B/3,0,910,0
3000000632444,8018672,1363451,AMINO PEP FORTE SP F/200ML,0,3544,4740
8017170,4003840,,AMITRON 250MG SUSP BUV F/60ML,0,866,1160
2263413,8017187,,AMITRON 500MG GEL B/12,0,882,1180
8042216,8446244,,AMITRON 500MG GEL 50BL10,0,17653,23620
2299049,8063187,1278351,AMLIBON 10MG CPR B/30,0,3897,5215
2299055,8063218,1278361,AMLIBON 5MG CPR B/30,0,2423,3240
3331358,0,3331358,AMLOR 5MG GEL B/30,0,7897,10565
3331335,0,3331335,AMLOR 10MG GEL B/30,0,9875,13210
8076959,0,2280618,AMLONG 5MG CPR B/30,0,3019,4035
8076988,0,2280541,AMLONG 10MG CPR B/30,0,5143,6880
8087911,0,,AMLO DENK 5MG CPR B/50,0,5669,7585
8087940,0,,AMLO DENK 10MG CPR B/50,0,6877,9200
8091261,0,2250327,AMLOTENSINE 5MG CPR B/30,0,2837,3795
3334167,0,3334167,AMLODIPINE PFIZER 5MG GEL B/30,0,4333,5795
3823512,0,3823512,AMLODIPINE PFIZER 10MG GEL B/90,0,12318,16480
8004776,0,,AMLOR 5MG CPR B/14,0,4204,5625
8004807,0,8004807,AMLOR 5MG CPR B/56,0,7688,10285
3000000184677,8339548,,PRESERV MASCULAN PUR B/3,0,805,0
3000000090824,8099736,8111377,AMLOCLASS 10MG CPR B/30,0,4285,5730
3000000090862,8099742,8111383,AMLOCLASS 5MG CPR B/30,0,2068,2765
3000000096710,8000583,8127349,AMLOPERIN 10MG/10MG CPR B/30,0,8550,11440
3000000096758,8000608,8127355,AMLOPERIN 10MG/5MG CPR B/30,0,7703,10305
3000000096796,8000620,8127378,AMLOPERIN 5MG/5MG CPR B/30,0,5994,8020
